koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_model_snr,koi_steff,koi_srad,koi_kepmag
CANDIDATE,75.906736,185.6963,11.64,2.69E+01,0.63,9.2,6140,1.206,11.649
CANDIDATE,2.15888911,131.97752,1.791,1.02E+02,0.72,9.9,5269,0.713,15.377
FALSE POSITIVE,4.608901433,133.9949845,8.73393,3.79E+05,48.72,2624.6,5938,0.755,15.322
CANDIDATE,17.5806026,148.6715,4.17,1.39E+02,1.87,8.4,5839,1.358,14.989
FALSE POSITIVE,3.326193904,133.329774,2.08375,1.78E+05,14.72,502,3520,0.349,14.888
FALSE POSITIVE,12.82327546,136.1765764,5.32062,1.22E+05,44.29,2541.7,5973,0.826,15.626
FALSE POSITIVE,37.18327633,158.645758,14.0996,2.21E+05,55,2648.4,5657,1.168,13.84
FALSE POSITIVE,5.065329723,134.9819163,4.90392,1.56E+05,60.35,5497,6350,1.286,13.955
FALSE POSITIVE,0.957079167,131.7737065,3.85011,4.87E+04,72.76,3062.6,6367,1.468,13.484
FALSE POSITIVE,9.380632783,132.5586444,4.295,6.58E+04,46.72,1053.1,5926,0.913,15.435
FALSE POSITIVE,10.06468789,135.251088,3.59854,1.01E+04,30.11,585.4,5185,0.705,14.674
CANDIDATE,2.71772323,133.9451,3.22,7.03E+01,0.72,9.3,5135,0.874,14.52
FALSE POSITIVE,7.73591011,137.9876592,5.01919,3.15E+05,50.46,3786.7,5623,0.763,12.408
FALSE POSITIVE,3.359470825,133.952372,2.14715,2.71E+03,129.93,504.1,6587,3.514,12.983
FALSE POSITIVE,20.72925511,134.55034,7.53677,3.42E+05,53.87,2957.7,5256,0.802,14.807
FALSE POSITIVE,3.04459739,132.4989,7.638,6.61E+01,0.62,18.2,5525,0.753,14.567
FALSE POSITIVE,3.796448299,131.37037,11.5917,5.23E+05,232.39,1487.2,8117,3.07,14.005
FALSE POSITIVE,3.79654367,133.2353,11.4071,7.08E+04,159.34,283.7,8117,3.07,14.005
FALSE POSITIVE,15.92699063,144.4526221,11.5142,3.94E+05,93.94,3458.3,5191,0.65,15.538
CANDIDATE,23.9830523,136.7741,8.77,8.32E+01,1.17,11.3,5696,1.292,13.863
FALSE POSITIVE,1.219049953,132.09455,1.477,5.35E+01,2.48,10.1,5742,3.374,13.92
FALSE POSITIVE,0.64585177,131.889136,1.97644,3.09E+05,51.1,808.3,4399,0.463,15.33
CANDIDATE,134.413808,227.9768,13.907,2.06E+02,1.69,12.5,6013,1.187,14.262
FALSE POSITIVE,1.70192371,131.955498,3.0271,4.98E+04,40.15,351.1,5826,1.262,12.533
FALSE POSITIVE,1.20693963,132.63953,6.881,2.00E+01,0.97,24.3,7331,2.041,12.317
FALSE POSITIVE,3.008602107,132.923023,4.34296,1.20E+05,56.15,502,6033,1.026,13.053
FALSE POSITIVE,41.81145,166.5262,2.208,3.02E+02,1.4,5.9,5593,0.812,15.017
FALSE POSITIVE,0.846291334,132.1935855,1.79962,1.90E+05,30.8,1049.3,4627,0.526,15.994
FALSE POSITIVE,1.930451347,131.770748,3.87956,5.31E+04,58.77,602.3,6154,1.168,13.017
FALSE POSITIVE,2.427967843,133.598772,4.7847,1.27E+05,108.33,472.8,7652,1.921,10.367
CANDIDATE,347.97611,169.433,16.77,3.41E+02,1.62,11.9,5995,0.878,14.648
FALSE POSITIVE,6.840305932,137.5713643,4.32742,1.25E+05,62.08,2025.7,5970,0.908,15.445
FALSE POSITIVE,1.032967155,131.92284,1.17,1.27E+02,21.22,8.3,5283,18.959,12.698
FALSE POSITIVE,2.489550708,132.044138,2.84685,2.98E+04,36.91,443.6,6018,0.794,13.669
FALSE POSITIVE,2.980479588,134.40206,3.72527,3.75E+05,70.52,1737.7,6065,1.047,14.647
FALSE POSITIVE,4.81712182,133.10276,2.45699,3.58E+04,43.45,445.3,5419,0.795,15.973
FALSE POSITIVE,2.479948394,133.643169,5.7219,1.51E+05,35.62,489.6,5391,0.822,14.742
FALSE POSITIVE,1.58742695,131.9849807,2.66475,7.62E+04,37.64,1150.7,6440,1.241,13.296
FALSE POSITIVE,19.66840482,132.523858,21.1764,3.53E+05,42.91,1834.5,5260,0.717,13.486
CANDIDATE,11.8187288,132.51,4.017,2.49E+02,2.09,10.3,5803,1.328,15.271
CANDIDATE,5.78901936,136.9845,3.102,1.10E+02,0.78,7.8,5289,0.748,14.791
FALSE POSITIVE,0.968065631,131.97214,1.772,9.25E+01,0.68,14,5367,0.687,15.247
FALSE POSITIVE,0.824181335,131.68906,2.4864,2.25E+02,18.2,40.2,5977,0.883,14.638
CANDIDATE,12.26708306,141.2841427,2.7,,,,,,12.322
FALSE POSITIVE,2.45261841,133.60879,1.9,8.55E+01,0.69,8.8,5216,0.751,15.223
CANDIDATE,6.33342309,133.7198,3.46,1.23E+02,7.62,7.5,4352,0.613,15.073
CANDIDATE,5.522479,133.1184,2.666,3.31E+01,0.76,8.6,6532,1.247,13.05
FALSE POSITIVE,0.706423768,132.15228,1.0597,4.61E+01,1.16,15.9,6514,1.585,12.892
CANDIDATE,9.4588054,136.8156,3.66,2.70E+02,1.78,8.6,6247,1.066,15.812
FALSE POSITIVE,25.9534494,154.8716,6.001,5.29E+02,2.06,10.5,5591,0.86,15.79
FALSE POSITIVE,3.49550335,132.0754,3.799,6.09E+01,0.66,9.6,5582,0.85,14.248
FALSE POSITIVE,25.95193721,154.881253,15.9897,3.99E+05,123.34,915.3,6569,1.729,9.277
CANDIDATE,71.008017,140.865,5.395,1.70E+02,1.11,6.6,5847,0.849,14.603
FALSE POSITIVE,31.02431043,158.8651537,7.63621,9.65E+04,93.29,4403.8,6011,1.741,12.512
FALSE POSITIVE,0.634131057,131.78951,2.851,2.71E+01,0.58,11.7,6428,1.109,12.939
CANDIDATE,2.90805147,134.3193,2.812,1.03E+02,0.97,8.3,5889,0.869,14.557
FALSE POSITIVE,1.992098705,132.891052,4.03833,6.94E+04,45.85,1186,6024,0.9,14.985
FALSE POSITIVE,1.78752921,132.4646,5.315,6.29E+01,5.86,16,6286,7.342,11.8
FALSE POSITIVE,1.77555333,131.92,14.41,8.35E+01,1.26,14.1,6594,1.138,13.335
FALSE POSITIVE,5.462689263,134.26516,3.2605,4.18E+03,36.25,82.6,5929,0.888,13.266
FALSE POSITIVE,3.58966681,134.56621,18.534,4.21E+02,95.86,102.3,6564,3.837,13.391
FALSE POSITIVE,1.37347867,132.22105,12.62,2.90E+02,4.25,27.2,6877,1.753,12.821
FALSE POSITIVE,1.00960235,131.6797,7.847,3.19E+01,1.94,12.5,6028,2.412,13.572
FALSE POSITIVE,1.060996585,132.53457,2.6494,4.11E+04,64.99,339.5,5433,1.348,14.34
FALSE POSITIVE,2.735152701,133.6322499,0.1046,2.83E+02,3.27,4.7,6333,1.523,13.911
FALSE POSITIVE,9.459993213,138.3433458,5.3012,2.38E+05,51.89,3164.4,5569,0.829,12.989
FALSE POSITIVE,1.208524388,131.985195,1.8478,4.76E+03,26.71,181.3,4963,0.701,15.349
FALSE POSITIVE,3.79187443,134.134368,3.5521,2.31E+05,47.49,1111.9,5622,0.723,13.764
FALSE POSITIVE,17.84432316,133.6947708,5.07999,2.22E+05,90.67,4456.6,5993,1.485,13.745
FALSE POSITIVE,34.6506368,143.0279,10.287,5.03E+02,12.35,21.6,6681,4.185,12.954
CANDIDATE,2.56271232,131.69665,2.163,2.94E+01,0.48,8.2,5190,0.899,13.273
FALSE POSITIVE,12.64330354,139.7603975,5.48853,2.37E+05,34.94,2907.6,3977,0.562,15.701
FALSE POSITIVE,1.36293943,132.7485,10.32,5.44E+01,31.28,15.8,6831,2.106,13.658
FALSE POSITIVE,185.103836,296.7426,4.19,5.81E+02,14.63,10.9,4992,6.226,13.623
FALSE POSITIVE,1.267693801,132.120397,3.57993,3.34E+05,64.84,713.8,5446,0.961,13.62
CANDIDATE,15.08186,141.7289,4.004,8.16E+01,0.98,7.1,5794,1.012,14.45
CANDIDATE,2.44693823,133.00092,0.954,2.64E+01,0.56,9,5821,1.033,12.16
FALSE POSITIVE,7.002865192,136.013297,5.90232,3.50E+05,75.09,8168.6,6818,1.216,13.934
CANDIDATE,13.05609,140.7128,3.498,1.71E+02,1.3,10.8,6078,0.994,15.154
FALSE POSITIVE,0.85450941,132.2059,3.723,1.37E+01,0.35,9,5922,0.921,12.812
FALSE POSITIVE,30.13013,152.231115,13.4919,2.81E+05,83.75,2583.7,6674,1.347,13.076
FALSE POSITIVE,7.0435762,136.2789,15.76,,,,,,12.484
FALSE POSITIVE,9.12208711,138.8352077,4.62417,5.88E+04,52.66,1599.1,5857,1.039,13.666
FALSE POSITIVE,366.71923,185.6459,9.8,2.46E+02,3.35,9.8,6295,2.049,13.302
FALSE POSITIVE,6.373454978,136.899832,3.9377,6.08E+03,51.6,258.1,5953,1.254,13.583
FALSE POSITIVE,1.075577069,131.558551,4.11779,1.41E+05,69.11,1589.6,6011,1.267,13.893
FALSE POSITIVE,0.811390968,131.8759,1.0114,1.40E+02,14.74,19.2,4994,12.487,11.817
FALSE POSITIVE,14.6494599,132.1027,2.883,2.21E+02,1,7.4,5017,0.688,15.376
FALSE POSITIVE,321.00742,301.0957,13.01,3.07E+02,3.7,11.1,5258,2.004,13.636
FALSE POSITIVE,27.81892382,158.10282,8.3777,2.38E+05,50,156.8,6126,0.915,15.325
FALSE POSITIVE,8.467706136,139.412302,4.05376,7.73E+04,43.98,976,5873,0.843,14.408
FALSE POSITIVE,24.70361995,136.13429,6.9719,2.18E+05,30.13,268.7,5030,0.65,15.517
FALSE POSITIVE,5.1348689,134.236,48.69,1.16E+02,16.17,36.1,5515,1.001,14.49
FALSE POSITIVE,5.251918489,136.74098,5.59653,2.96E+05,51.51,6979.7,6099,0.919,14.912
FALSE POSITIVE,3.62944008,134.701164,5.94104,1.30E+05,40.08,5131.4,6284,1.093,12.789
FALSE POSITIVE,43.26330502,150.3780757,10.0915,3.59E+05,62.75,2415.6,5623,0.917,14.977
FALSE POSITIVE,6.042029838,132.205367,8.0666,1.33E+05,23.94,312.5,5030,0.587,13.373
FALSE POSITIVE,2.892087553,133.201742,3.16757,7.16E+04,47.55,563.9,5622,0.924,15.599
FALSE POSITIVE,5.40597608,131.61052,2.79,4.61E+02,31.78,23.5,4840,15.355,12.504
CANDIDATE,3.64049242,134.96786,1.194,4.21E+01,0.61,9.5,5745,0.936,12.646
FALSE POSITIVE,0.510804497,131.88057,2.539,4.27E+01,1.58,15.4,6596,2.176,11.513
FALSE POSITIVE,0.645850521,131.88911,1.2082,5.49E+01,0.69,16.8,5381,0.911,14.107
FALSE POSITIVE,18.84497113,149.94759,4.9442,4.14E+03,5.35,79.8,5220,0.695,15.695
CANDIDATE,5.1581317,131.7314,7.773,3.79E+01,2.02,13,5155,3.355,13.031
FALSE POSITIVE,14.75947767,139.7828128,9.7746,3.57E+05,76.06,3813.5,6522,1.105,13.822
FALSE POSITIVE,10.47625827,136.5282906,7.77203,1.20E+05,54.13,8251.5,6109,1.536,12.421
FALSE POSITIVE,1.588298157,132.1833032,4.37027,1.65E+05,120,1071.6,7742,2.094,12.186
FALSE POSITIVE,1.58826263,132.19139,2.655,7.89E+01,0.47,8.5,3931,0.544,15.455
FALSE POSITIVE,3.909314318,131.8944811,5.36124,9.71E+04,42.54,1587.6,6425,1.143,14.618
FALSE POSITIVE,1.38385822,132.762,1,,,,,,14.367
FALSE POSITIVE,0.79708975,131.8481,3.301,1.93E+01,0.54,9.8,6056,1.196,13.391
CANDIDATE,25.9136674,131.8232,10.498,1.10E+02,3.37,16.1,6167,2.346,12.556
FALSE POSITIVE,8.5412411,131.6163,3.654,2.99E+02,1.4,10.7,5602,0.732,15.661
FALSE POSITIVE,1.013922622,132.414157,1.6393,3.50E+04,31.98,79.8,5110,0.647,15.856
FALSE POSITIVE,17.91874306,146.3929572,4.36387,1.18E+05,56.94,4696.8,5870,1.63,13.776
FALSE POSITIVE,2.287515702,132.3567704,10.0879,3.59E+05,86.76,3017.9,6773,1.391,13.99
FALSE POSITIVE,659.2907,254.33,22.106,3.38E+02,4.66,27,6917,1.837,10.629
FALSE POSITIVE,24.84708721,154.1275658,7.28274,3.18E+05,52.38,6707.7,5644,0.854,14.608
FALSE POSITIVE,0.85574731,131.8240876,2.01,,,,,,15.482
FALSE POSITIVE,20.86785566,136.4038679,5.73122,8.26E+04,53.53,2768.6,6095,1.016,14.492
FALSE POSITIVE,3.401949837,134.6247,16.5797,2.48E+03,14.32,304,7094,2.17,12.471
CANDIDATE,6.96197304,135.55021,2.806,1.51E+02,0.97,8.8,5008,0.814,15.352
CANDIDATE,7.8935324,133.8053,3.444,4.76E+01,0.78,8.3,6306,1.109,13.954
FALSE POSITIVE,2.252822538,131.6331462,3.41062,2.70E+05,57.6,1575.9,6116,0.951,13.387
FALSE POSITIVE,2.25284817,131.6206,3.069,6.00E+01,8.61,8.8,6850,1.53,13.178
CANDIDATE,1.320499473,132.61488,1.184,2.04E+02,18.94,12,5172,13.454,11.466
FALSE POSITIVE,5.39525573,131.542553,7.8377,1.04E+05,152.74,175.7,7216,2.804,10.143
CANDIDATE,13.1538409,143.31,11.56,1.05E+02,1.03,10.6,5443,1.008,15.007
FALSE POSITIVE,0.939740093,131.7401,3.682,1.07E+02,34.87,14.3,4297,33.474,10.147
CANDIDATE,36.0484798,150.0591,5.763,1.28E+02,1.24,8.5,5602,1.1,14.743
CANDIDATE,4.2742605,133.0463,2.687,2.64E+02,1.88,11.4,6477,1.148,14.496
FALSE POSITIVE,265.299451,326.26375,4.563,4.95E+03,7.1,34.3,5873,0.863,15.518
FALSE POSITIVE,265.310499,326.24511,4.013,1.53E+03,4.69,11.6,6108,0.997,15.279
FALSE POSITIVE,35.4261827,161.164,4.393,3.18E+02,153.72,7.1,4289,35.695,11.925
FALSE POSITIVE,8.460438928,133.7744903,4.73492,7.64E+04,36.62,1797.4,5951,0.702,14.813
CANDIDATE,27.556452,132.1916,8.23,2.89E+02,1.4,6.7,5509,0.836,15.979
FALSE POSITIVE,4.318726936,131.605675,2.67349,5.94E+04,29.74,394.4,5896,0.916,15.69
FALSE POSITIVE,3.22598684,134.7245837,1.67,,,,,,13.43
FALSE POSITIVE,76.45315813,133.986308,5.1822,9.66E+03,22.89,151.8,4831,0.54,15.312
FALSE POSITIVE,7.698431197,137.868033,5.43677,4.25E+04,42.72,942.6,5774,0.876,15.451
FALSE POSITIVE,0.504296702,131.905285,1.4145,6.00E+03,50.41,231.8,6140,1.187,13.318
FALSE POSITIVE,5.194256813,134.5723735,7.25775,3.89E+04,41.77,2390.4,6100,2.086,12.739
FALSE POSITIVE,61.42252657,161.2406686,3.76585,3.38E+05,41.01,850.4,4867,0.613,14.951
CANDIDATE,566.28176,440.2605,20.39,1.20E+03,2.79,8.9,5829,0.802,15.992
FALSE POSITIVE,9.761172507,133.7034265,11.4007,2.06E+05,95.58,3150.9,6468,2.048,13.773
FALSE POSITIVE,1.36513839,132.0907941,1.86,,,,,,13.911
FALSE POSITIVE,1.061008464,132.5213941,2.8029,4.09E+05,32.58,997.7,4239,0.454,13.349
FALSE POSITIVE,1.36840167,131.5320332,4.58,,,,,,12.103
FALSE POSITIVE,5.8957069,136.3002,56.84,1.30E+02,32.41,24.1,5956,0.934,14.087
FALSE POSITIVE,1.67473779,132.7799,5.67,,,,,,11.48
FALSE POSITIVE,1.039370613,131.62419,1.0713,7.44E+02,12.6,182.9,6429,3.137,13.028
FALSE POSITIVE,2.31169425,132.3203,8.689,3.84E+01,1.76,16,9451,2.679,13.234
FALSE POSITIVE,2.072177815,133.095727,4.54864,2.94E+05,46.55,590.7,5519,0.718,15.08
FALSE POSITIVE,3.34328534,134.8451,27.29,1.67E+02,64,79.5,6541,2.652,13.276
CANDIDATE,0.52740121,131.6718,4.807,1.32E+03,1.49,31.1,3582,0.41,14.353
FALSE POSITIVE,0.905678252,132.19647,1.249,7.04E+01,0.78,11.1,6075,0.909,14.92
FALSE POSITIVE,0.905672916,132.20453,1,1.10E+02,0.76,12.1,4949,0.741,15.283
FALSE POSITIVE,0.790046373,132.1225,4.9939,1.49E+05,56.93,174.5,6785,1.342,14.838
FALSE POSITIVE,1.804591904,132.3963298,3.85009,1.37E+05,80.87,1666.6,6271,1.515,13.877
CANDIDATE,1.400903699,131.84562,0.883,1.37E+02,1.16,9.8,6375,0.975,15.514
FALSE POSITIVE,1.14073528,132.5852,2.394,1.35E+01,0.68,7.8,8847,1.685,12.5
FALSE POSITIVE,3.31976683,131.7956,4.523,4.80E+01,0.7,8.5,6100,0.94,14.644
FALSE POSITIVE,0.52880817,131.67844,2.2865,5.77E+01,1.84,38.8,6224,2.368,13.274
FALSE POSITIVE,0.700606479,131.59767,0.993,2.35E+01,1.22,9,6280,2.449,12.609
FALSE POSITIVE,9.469191607,140.9753434,9.55999,6.35E+04,49.17,4419.3,9454,1.832,13.292
FALSE POSITIVE,15.53753378,140.2734399,5.8262,2.09E+05,40.9,2807.8,5704,0.868,14.875
CANDIDATE,17.3816224,142.4067834,2.73456,5.91E+04,26.55,1149.7,6116,1.02,15.567
FALSE POSITIVE,2.172042913,131.764641,8.0331,1.54E+05,100.79,583.6,7128,1.775,13.908
CANDIDATE,28.655498,157.1618,8.58,1.74E+02,1.45,10.1,6268,1.1,15.426
CANDIDATE,13.4450174,137.24788,2.118,1.96E+02,1.08,8.3,5003,0.759,15.256
FALSE POSITIVE,6.35216475,134.1982,3.251,1.86E+02,18.1,10.9,4820,13.654,11.673
FALSE POSITIVE,0.705174384,131.694866,1.11196,3.75E+05,366.76,222.8,3354,0.25,15.815
FALSE POSITIVE,38.05814006,142.4101791,8.82403,3.09E+05,94.1,3602,6894,1.419,12.178
CANDIDATE,26.1556767,154.35223,1.542,2.95E+02,1.28,7,5204,0.76,15.425
FALSE POSITIVE,4.800232532,135.7829072,3.57105,2.77E+05,48.67,893.6,5591,0.756,15.431
FALSE POSITIVE,1.74336627,132.8574,10.405,4.51E+02,140.49,20.8,6640,1.478,13.142
CANDIDATE,4.60687717,133.8738,2.295,2.59E+02,1.14,7.5,5110,0.711,15.93
FALSE POSITIVE,1.507100589,132.09322,5.8097,4.98E+05,131.16,711.8,6919,1.748,14.15
FALSE POSITIVE,0.758355704,131.863972,4.4135,9.57E+03,8.78,153.3,5629,0.783,15.617
FALSE POSITIVE,0.77258608,131.7134714,2.7,,,,,,15.214
FALSE POSITIVE,0.898837525,132.13405,3.5342,4.00E+05,57.14,445.6,5284,0.807,15.3
FALSE POSITIVE,11.9311316,142.8536843,5.56983,3.01E+05,93.46,5606.7,6089,0.959,14.378
FALSE POSITIVE,11.93137992,142.82366,3.639,1.22E+02,0.56,14.7,3787,0.505,14.003
FALSE POSITIVE,27.5338034,147.2410009,3.96227,4.82E+04,50.02,5446.9,5925,1.611,12.921
FALSE POSITIVE,12.4964346,132.0358,84.32,2.72E+02,55.34,141.5,6821,2.73,13.054
FALSE POSITIVE,1.352576807,132.0374311,5.49531,3.17E+05,161.02,1365.1,6881,2.406,13.106
CANDIDATE,502.20642,162.9131,9.39,4.48E+02,2.18,7.1,6018,0.733,14.948
CANDIDATE,8.3613732,139.2515,3.649,1.05E+02,0.79,9.5,5470,0.777,15.122
FALSE POSITIVE,13.25413407,136.3679147,4.34991,4.50E+04,58.51,2281,6175,1.436,13.876
CANDIDATE,10.5113779,140.9553,4.74,2.99E+01,0.72,8.8,6575,1.305,12.931
FALSE POSITIVE,1.922009494,132.161285,3.101,6.55E+03,48.61,284.4,5880,1.087,14.738
FALSE POSITIVE,10.18657875,132.5289587,10.6304,3.41E+05,67.45,5867.8,5557,0.916,14.846
FALSE POSITIVE,32.00381564,136.49482,4.31197,1.71E+04,180.25,711.4,5260,4.062,13.396
FALSE POSITIVE,1.250390814,131.7337519,3.7184,2.31E+05,101.37,2046.8,6297,1.663,12.64
CANDIDATE,1.58487898,132.69772,1.791,4.29E+01,0.37,9.3,4201,0.566,13.742
FALSE POSITIVE,9.2742685,133.599,13.39,,,,,,12.997
FALSE POSITIVE,5.748815953,132.28021,1.9216,1.17E+04,26.94,43.3,4961,0.753,15.311
FALSE POSITIVE,0.517573708,131.5161551,2.23102,8.72E+04,37.02,740.2,5427,0.7,15.777
CANDIDATE,20.9525604,146.3809,3.986,2.33E+02,1.19,9.8,4885,0.72,15.645
FALSE POSITIVE,24.70932686,138.996552,5.0698,2.93E+04,25.1,284.7,6065,1.023,13.737
FALSE POSITIVE,13.68369259,135.2108067,4.22504,1.86E+05,30.6,3641.6,5359,0.708,11.544
FALSE POSITIVE,9.726748645,139.4774644,19.4093,3.93E+05,277.38,4414.3,5618,1.406,13.04
CANDIDATE,3.72920972,131.9326,5.012,1.44E+01,0.8,9.6,6215,2.05,9.976
FALSE POSITIVE,0.691561191,131.6477,5.23,1.90E+03,5.91,3.4,4892,0.586,14.353
FALSE POSITIVE,1.35337091,131.936954,2.2396,1.05E+05,26.69,303,5426,0.784,14.956
FALSE POSITIVE,1.854491777,132.4915806,5.14771,3.83E+05,63.08,1070.6,5843,0.99,13.344
FALSE POSITIVE,4.737713268,132.325253,6.384,1.05E+05,29.25,476.7,5335,0.719,14.176
CANDIDATE,5.704593,134.40102,1.149,1.30E+02,0.95,8.5,5523,0.832,14.572
CANDIDATE,1.36752316,131.77163,1.208,6.10E+01,0.82,11.7,5836,1.048,13.861
FALSE POSITIVE,2.49777454,133.7602628,5.241,7.87E+01,2.14,51.1,7117,2.211,12.321
CANDIDATE,1.9997244,131.93045,1.976,8.51E+01,0.84,8.9,5838,0.897,15.512
FALSE POSITIVE,1.51264208,132.025984,1.871,2.38E+04,36.72,262.6,5258,0.811,15.724
FALSE POSITIVE,323.2575,191.3655,17.26,2.87E+02,2.01,20,5866,1.198,13.011
FALSE POSITIVE,0.984971822,132.402887,1.64247,6.68E+03,56.1,279.1,6437,1.369,13.548
FALSE POSITIVE,567.71329,436.4746,12.85,2.59E+02,3.28,6.6,6248,1.996,13.24
FALSE POSITIVE,9.31392071,135.7783,0.971,1.64E+02,1.25,6.6,6032,0.973,14.574
CANDIDATE,14.137062,136.69826,2.264,3.93E+02,1.37,7.5,4861,0.709,15.729
FALSE POSITIVE,2.32539968,132.12985,16.791,2.88E+02,9.76,79.9,7046,2.724,11.661
FALSE POSITIVE,0.764597756,131.69552,1.119,1.66E+01,0.72,12,6218,1.726,11.215
CANDIDATE,4.78113942,131.7043,2.733,1.06E+02,1.14,9.6,5683,1.115,14.595
CANDIDATE,7.18864064,133.14566,2.364,1.34E+02,1.3,9.3,5683,1.115,14.595
FALSE POSITIVE,4.101595158,132.6324315,6.10362,3.67E+05,51.08,3809.8,5610,0.808,14.162
FALSE POSITIVE,2.43574046,133.47404,22.25,6.22E+03,24.62,74.6,7239,1.781,14.141
FALSE POSITIVE,2.756536015,133.025652,1.5908,3.59E+03,57.46,100.1,5496,1.669,13.485
FALSE POSITIVE,13.99585365,131.65924,5.0308,1.97E+04,368.42,118.1,5638,2.703,12.12
FALSE POSITIVE,4.320850062,132.4183917,4.26661,7.59E+04,59.16,1691.5,6098,1.083,13.928
FALSE POSITIVE,8.6532378,134.3027,2.974,1.26E+02,0.96,9,5561,0.854,14.815
FALSE POSITIVE,5.197420145,132.5674705,6.78534,9.13E+04,81.49,4262.1,6248,1.528,13.961
FALSE POSITIVE,2.183517999,132.692938,4.2703,1.32E+03,4633.66,147.7,3198,162.725,11.296
FALSE POSITIVE,383.61248,254.3616,12.263,6.19E+02,2.3,10.2,6011,0.902,14.481
FALSE POSITIVE,1.945914237,133.042081,2.8712,9.88E+03,35.94,299.2,5967,0.83,15.439
CANDIDATE,27.122801,141.9673,5.255,2.35E+02,1.46,8.1,5878,0.945,15.747
FALSE POSITIVE,2.500560859,131.6761907,7.5902,2.04E+01,0.48,4.5,6305,1.052,15.039
CANDIDATE,5.62241111,132.74702,1.185,4.64E+02,1.17,8.5,3894,0.541,15.627
FALSE POSITIVE,1.25625738,131.7577,9.726,1.52E+01,1.32,50.1,7450,3.063,11.857
FALSE POSITIVE,21.14245855,138.3916328,5.17846,7.40E+04,41.68,3830.9,6079,0.945,14.083
CANDIDATE,11.2901559,135.3964,10.475,1.64E+02,0.88,8.6,5025,0.657,15.929
CANDIDATE,28.24753303,136.0869137,13.2,,,,,,15.929
FALSE POSITIVE,0.99519559,132.4712,2.293,1.37E+01,0.29,7.4,5506,0.782,10.291
FALSE POSITIVE,25.15078845,150.345557,7.72717,3.76E+04,39.12,1504.9,6015,1.101,15.048
FALSE POSITIVE,7.21636091,133.88924,2.218,3.85E+02,18.03,37.2,5029,9.476,10.916
CANDIDATE,7.1356633,135.09646,1.789,2.56E+02,1.38,9.8,4926,0.793,15.125
FALSE POSITIVE,12.59165638,134.7421233,5.53385,3.03E+05,49.21,3990.5,5293,0.756,14.832
FALSE POSITIVE,1.044408447,132.31116,3.633,4.62E+01,1.17,15.1,7274,1.698,11.865
FALSE POSITIVE,0.97705114,132.1871,2.33,2.01E+01,0.77,7.4,6527,1.631,13.566
FALSE POSITIVE,5.407157086,136.5956575,5.8919,7.47E+04,125.96,2882,7617,2.439,11.3
FALSE POSITIVE,30.97176647,151.5322506,8.31171,2.29E+05,51.72,3245.9,5633,0.829,15.596
FALSE POSITIVE,5.06318803,133.707285,13.8913,6.63E+05,302.18,1602.7,5375,0.752,15.001
FALSE POSITIVE,10.88242209,132.6767451,5.51934,2.07E+05,63.14,4284.2,6200,1.045,12.068
FALSE POSITIVE,1.926366998,131.7468446,3.98088,4.00E+05,53.63,1093.2,5176,0.76,15.138
FALSE POSITIVE,2.325185422,133.265218,7.2871,2.69E+02,81.88,256.3,11076,2.896,10.052
CANDIDATE,14.5909249,142.72,1.591,1.47E+02,0.93,6.3,5214,0.766,14.953
FALSE POSITIVE,40.87784199,158.3207395,9.88456,2.56E+05,164.06,5260.3,6807,2.59,11.663
CANDIDATE,11.8496351,140.3663,3.319,1.84E+02,1.31,9.6,6032,0.929,15.472
FALSE POSITIVE,36.75892725,156.0924573,15.5723,2.62E+05,51.31,4263.6,6085,0.979,13.676
FALSE POSITIVE,0.536869783,131.84557,4.164,2.22E+02,1.81,27.8,6495,1.168,14.801
CANDIDATE,455.62395,581.8806,13.07,1.11E+03,3,14,5883,0.892,15.975
FALSE POSITIVE,0.843400322,131.57039,1.7606,4.37E+01,0.65,23.8,5982,0.96,13.018
FALSE POSITIVE,17.04215521,142.4257555,7.80412,5.52E+04,24.93,2046.2,6197,1.035,15.252
FALSE POSITIVE,0.874236216,131.7986,2.352,5.84E+01,3.46,11.1,10894,4.378,13.752
CANDIDATE,1.75173647,132.2995,5.122,6.84E+01,3.86,10.2,10894,4.378,13.752
FALSE POSITIVE,0.60886299,132.0506751,1.27896,2.02E+03,158.5,457.8,5022,4.167,13.886
FALSE POSITIVE,4.43529675,134.7488,2.117,1.82E+02,1.15,9.6,5659,0.842,15.738
FALSE POSITIVE,0.88512187,131.8821,3.349,1.36E+02,1.05,9.9,5392,0.819,15.871
FALSE POSITIVE,1.734221252,132.833439,2.4577,2.90E+05,42.06,542.2,4765,0.702,15.726
FALSE POSITIVE,5.776764285,131.5421677,6.99715,1.54E+05,117.51,3033.4,6263,2.072,13.356
FALSE POSITIVE,1.26227317,132.0407385,3.30141,7.34E+03,369.2,1159.9,4927,9.356,11.516
FALSE POSITIVE,0.76757669,131.819082,2.04757,1.58E+05,34.23,431.3,5182,0.627,14.952
FALSE POSITIVE,5.860377067,134.8440004,10.4634,3.62E+05,78.14,3044.1,6267,1.158,13.955
FALSE POSITIVE,5.801881299,136.9821453,4.21133,3.45E+04,62.9,3642,7259,3.009,12.368
FALSE POSITIVE,4.00770453,134.8009815,5.50884,1.69E+05,92.08,1753.5,7162,1.631,13.251
